record_type,analysis_group,mask_condition,control_group,top_k,rows,prompt_runs,mean_value,ci95_low,ci95_high,positive_frac
group_restore,numeric,union_mask,same_feature_random_position_control,1,9,9,0.013888888888888888,0.0,0.041666666666666664,0.1111111111111111
group_restore,numeric,union_mask,same_feature_random_position_control,16,9,9,0.013888888888888888,-0.027777777777777776,0.05555555555555555,0.2222222222222222
group_restore,numeric,union_mask,same_feature_random_position_control,4,9,9,0.013888888888888888,-0.027777777777777776,0.05555555555555555,0.2222222222222222
group_restore,numeric,union_mask,same_feature_random_position_control,8,9,9,0.013888888888888888,-0.027777777777777776,0.05555555555555555,0.2222222222222222
group_restore,numeric,union_mask,same_position_matched_feature_control,1,9,9,0.013888888888888888,-0.05555555555555555,0.09722222222222222,0.2222222222222222
group_restore,numeric,union_mask,same_position_matched_feature_control,16,9,9,-0.027777777777777776,-0.08333333333333333,0.027777777777777776,0.1111111111111111
group_restore,numeric,union_mask,same_position_matched_feature_control,4,9,9,-0.027777777777777776,-0.08333333333333333,0.027777777777777776,0.1111111111111111
group_restore,numeric,union_mask,same_position_matched_feature_control,8,9,9,-0.027777777777777776,-0.08333333333333333,0.027777777777777776,0.1111111111111111
group_restore,numeric,union_mask,source,1,9,9,-0.05555555555555555,-0.1388888888888889,0.013888888888888888,0.1111111111111111
group_restore,numeric,union_mask,source,16,9,9,-0.06944444444444445,-0.16666666666666666,0.041666666666666664,0.2222222222222222
group_restore,numeric,union_mask,source,4,9,9,-0.06944444444444445,-0.16666666666666666,0.041666666666666664,0.2222222222222222
group_restore,numeric,union_mask,source,8,9,9,-0.06944444444444445,-0.16666666666666666,0.041666666666666664,0.2222222222222222
