stage,metric,pack,layer,direction,position_group,mask_condition,scale,top_k,n,prompt_runs,main_rows,zeroing_rows,group_rows,mean,ci95_low,ci95_high,positive_frac,rank_mean
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.037760416666666664,-0.08333333333333333,0.154296875,0.46875,0.03125
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,-0.09375,-0.19205729166666666,0.0,0.375,-0.052083333333333336
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,top_hidden_delta,union_mask,1.0,,96,96,,,,0.0032552083333333335,-0.10872395833333333,0.13997395833333334,0.4479166666666667,-0.08333333333333333
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual+answer,answer_mask,1.0,,96,96,,,,2.1897786458333335,1.7093098958333333,2.6940104166666665,0.7916666666666666,38.489583333333336
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual+answer,shifted_mask,1.0,,96,96,,,,0.9794921875,0.5813802083333334,1.3619791666666667,0.5625,31.604166666666668
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual+answer,shuffled_mask,1.0,,96,96,,,,0.8385416666666666,0.4977213541666667,1.1897786458333333,0.6875,26.458333333333332
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual+answer,union_mask,1.0,,96,96,,,,1.9020182291666667,1.4381510416666667,2.3567708333333335,0.7604166666666666,25.197916666666668
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual_span,answer_mask,1.0,,96,96,,,,1.4296875,1.0211588541666667,1.8479817708333333,0.6979166666666666,23.833333333333332
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual_span,shifted_mask,1.0,,96,96,,,,0.8212890625,0.5458984375,1.1158854166666667,0.6875,28.03125
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual_span,shuffled_mask,1.0,,96,96,,,,0.5569661458333334,0.298828125,0.8206380208333334,0.6770833333333334,23.552083333333332
hidden_lattice,hidden_target_logit_effect,primary,19,corrupt,visual_span,union_mask,1.0,,96,96,,,,1.3577473958333333,0.9697265625,1.7604166666666667,0.7083333333333334,10.364583333333334
hidden_lattice,hidden_target_logit_effect,primary,19,restore,answer_adjacent,answer_mask,1.0,,96,96,,,,0.9093424479166666,0.5993245442708334,1.2327067057291667,0.75,714.0625
hidden_lattice,hidden_target_logit_effect,primary,19,restore,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.2724609375,0.026692708333333332,0.5286458333333334,0.5625,7.65625
hidden_lattice,hidden_target_logit_effect,primary,19,restore,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.24609375,0.020182291666666668,0.498046875,0.46875,10.385416666666666
hidden_lattice,hidden_target_logit_effect,primary,19,restore,answer_adjacent,union_mask,1.0,,96,96,,,,0.6822408040364584,0.407501220703125,0.961700439453125,0.7395833333333334,426.6354166666667
hidden_lattice,hidden_target_logit_effect,primary,19,restore,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.7846272786458334,0.4933268229166667,1.0909830729166667,0.7395833333333334,649.7083333333334
hidden_lattice,hidden_target_logit_effect,primary,19,restore,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.3902994791666667,0.19661458333333334,0.6041666666666666,0.5625,34.989583333333336
hidden_lattice,hidden_target_logit_effect,primary,19,restore,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,0.22233072916666666,0.062174479166666664,0.3798828125,0.4791666666666667,19.53125
hidden_lattice,hidden_target_logit_effect,primary,19,restore,top_hidden_delta,union_mask,1.0,,96,96,,,,0.851593017578125,0.5648091634114584,1.1683553059895833,0.7708333333333334,397.375
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual+answer,answer_mask,1.0,,96,96,,,,3.2150472005208335,2.6012776692708335,3.8575032552083335,0.8229166666666666,900.1666666666666
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual+answer,shifted_mask,1.0,,96,96,,,,1.2483723958333333,0.7890625,1.728515625,0.625,40.09375
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual+answer,shuffled_mask,1.0,,96,96,,,,1.1546223958333333,0.7369791666666666,1.6080729166666667,0.6666666666666666,39.083333333333336
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual+answer,union_mask,1.0,,96,96,,,,2.9612935384114585,2.3671875,3.5325826009114585,0.8541666666666666,565.40625
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual_span,answer_mask,1.0,,96,96,,,,1.9738362630208333,1.4887288411458333,2.4976399739583335,0.7708333333333334,794.3333333333334
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual_span,shifted_mask,1.0,,96,96,,,,0.9658203125,0.6497395833333334,1.2991536458333333,0.7604166666666666,38.583333333333336
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual_span,shuffled_mask,1.0,,96,96,,,,0.7014973958333334,0.4020182291666667,1.013671875,0.6666666666666666,37.145833333333336
hidden_lattice,hidden_target_logit_effect,primary,19,restore,visual_span,union_mask,1.0,,96,96,,,,1.911163330078125,1.43951416015625,2.4143880208333335,0.8020833333333334,516.2083333333334
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,answer_adjacent,answer_mask,1.0,,96,96,,,,-0.018880208333333332,-0.130859375,0.09375,0.46875,0.07291666666666667
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,answer_adjacent,shifted_mask,1.0,,96,96,,,,-0.0234375,-0.1328125,0.080078125,0.4375,-0.010416666666666666
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,answer_adjacent,shuffled_mask,1.0,,96,96,,,,-0.0390625,-0.13802083333333334,0.055989583333333336,0.375,-0.1875
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,answer_adjacent,union_mask,1.0,,96,96,,,,0.046875,-0.06510416666666667,0.15494791666666666,0.53125,0.041666666666666664
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.06770833333333333,-0.09309895833333333,0.23958333333333334,0.5,0.7395833333333334
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,top_hidden_delta,shifted_mask,1.0,,96,96,,,,-0.09440104166666667,-0.2265625,0.028645833333333332,0.4166666666666667,-0.0625
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,-0.06315104166666667,-0.17513020833333334,0.056640625,0.4270833333333333,0.041666666666666664
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,top_hidden_delta,union_mask,1.0,,96,96,,,,0.0013020833333333333,-0.14322916666666666,0.15169270833333334,0.4791666666666667,0.19791666666666666
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual+answer,answer_mask,1.0,,96,96,,,,4.155924479166667,3.4298502604166665,4.85888671875,0.8958333333333334,879.5416666666666
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual+answer,shifted_mask,1.0,,96,96,,,,1.6536458333333333,1.1907552083333333,2.1370442708333335,0.6666666666666666,44.239583333333336
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual+answer,shuffled_mask,1.0,,96,96,,,,1.51171875,1.046875,1.9873046875,0.7083333333333334,39.822916666666664
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual+answer,union_mask,1.0,,96,96,,,,3.8505859375,3.1705729166666665,4.51806640625,0.8958333333333334,530.90625
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual_span,answer_mask,1.0,,96,96,,,,4.1627197265625,3.4276529947916665,4.8662109375,0.90625,896.40625
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual_span,shifted_mask,1.0,,96,96,,,,1.646484375,1.1858723958333333,2.1194661458333335,0.6875,43.770833333333336
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual_span,shuffled_mask,1.0,,96,96,,,,1.48046875,1.0231119791666667,1.9654947916666667,0.6875,40.59375
hidden_lattice,hidden_target_logit_effect,primary,2,corrupt,visual_span,union_mask,1.0,,96,96,,,,3.8716634114583335,3.1864013671875,4.55419921875,0.8958333333333334,512.7083333333334
hidden_lattice,hidden_target_logit_effect,primary,2,restore,answer_adjacent,answer_mask,1.0,,96,96,,,,0.0697021484375,-0.0230712890625,0.16597493489583334,0.5104166666666666,48.489583333333336
hidden_lattice,hidden_target_logit_effect,primary,2,restore,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.059895833333333336,-0.0166015625,0.142578125,0.5208333333333334,1.7916666666666667
hidden_lattice,hidden_target_logit_effect,primary,2,restore,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.023763020833333332,-0.08040364583333333,0.12565104166666666,0.5625,-1.4166666666666667
hidden_lattice,hidden_target_logit_effect,primary,2,restore,answer_adjacent,union_mask,1.0,,96,96,,,,0.03544489542643229,-0.05539576212565104,0.12237930297851562,0.4791666666666667,-2.03125
hidden_lattice,hidden_target_logit_effect,primary,2,restore,top_hidden_delta,answer_mask,1.0,,96,96,,,,3.6753336588541665,3.017333984375,4.350382486979167,0.8854166666666666,903.6458333333334
hidden_lattice,hidden_target_logit_effect,primary,2,restore,top_hidden_delta,shifted_mask,1.0,,96,96,,,,1.2119140625,0.8271484375,1.650390625,0.6979166666666666,39.416666666666664
hidden_lattice,hidden_target_logit_effect,primary,2,restore,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,1.0152994791666667,0.6630859375,1.4111328125,0.6770833333333334,38.447916666666664
hidden_lattice,hidden_target_logit_effect,primary,2,restore,top_hidden_delta,union_mask,1.0,,96,96,,,,3.2210591634114585,2.580078125,3.8851216634114585,0.8854166666666666,565.5833333333334
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual+answer,answer_mask,1.0,,96,96,,,,4.1844482421875,3.41796875,4.916422526041667,0.8645833333333334,904.46875
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual+answer,shifted_mask,1.0,,96,96,,,,1.6422526041666667,1.14453125,2.1484375,0.6979166666666666,40.354166666666664
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual+answer,shuffled_mask,1.0,,96,96,,,,1.5563151041666667,1.0572916666666667,2.0660807291666665,0.6979166666666666,39.510416666666664
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual+answer,union_mask,1.0,,96,96,,,,3.9417622884114585,3.215850830078125,4.644327799479167,0.8854166666666666,567.8333333333334
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual_span,answer_mask,1.0,,96,96,,,,4.2078857421875,3.4554036458333335,4.946533203125,0.875,904.5208333333334
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual_span,shifted_mask,1.0,,96,96,,,,1.5875651041666667,1.1070963541666667,2.0791015625,0.6666666666666666,40.375
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual_span,shuffled_mask,1.0,,96,96,,,,1.4964192708333333,0.9996744791666666,2.01171875,0.65625,39.479166666666664
hidden_lattice,hidden_target_logit_effect,primary,2,restore,visual_span,union_mask,1.0,,96,96,,,,3.926788330078125,3.1962890625,4.6494140625,0.8958333333333334,567.8020833333334
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,answer_adjacent,answer_mask,1.0,,96,96,,,,1.53515625,1.1637369791666667,1.9339192708333333,0.8229166666666666,51.96875
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.5703125,0.2994791666666667,0.8391927083333334,0.59375,1.6354166666666667
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.5989583333333334,0.3235677083333333,0.8899739583333334,0.6041666666666666,1.875
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,answer_adjacent,union_mask,1.0,,96,96,,,,1.3733723958333333,1.02734375,1.7386067708333333,0.8125,18.020833333333332
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.09114583333333333,-0.022135416666666668,0.208984375,0.5625,0.07291666666666667
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,top_hidden_delta,shifted_mask,1.0,,96,96,,,,-0.010416666666666666,-0.13216145833333334,0.12109375,0.4375,-0.11458333333333333
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,-0.009765625,-0.119140625,0.10611979166666667,0.46875,0.03125
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,top_hidden_delta,union_mask,1.0,,96,96,,,,0.08984375,-0.021484375,0.21614583333333334,0.4895833333333333,-0.07291666666666667
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual+answer,answer_mask,1.0,,96,96,,,,3.0172526041666665,2.4674479166666665,3.5660807291666665,0.84375,119.86458333333333
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual+answer,shifted_mask,1.0,,96,96,,,,1.25390625,0.85546875,1.6829427083333333,0.6041666666666666,32.177083333333336
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual+answer,shuffled_mask,1.0,,96,96,,,,1.14453125,0.7447916666666666,1.5436197916666667,0.6458333333333334,26.114583333333332
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual+answer,union_mask,1.0,,96,96,,,,2.6598307291666665,2.14453125,3.1513671875,0.8541666666666666,67.04166666666667
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual_span,answer_mask,1.0,,96,96,,,,1.48046875,1.0686848958333333,1.9124348958333333,0.7291666666666666,25.708333333333332
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual_span,shifted_mask,1.0,,96,96,,,,0.7102864583333334,0.4348958333333333,1.0130208333333333,0.6458333333333334,28.5
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual_span,shuffled_mask,1.0,,96,96,,,,0.5319010416666666,0.2981770833333333,0.7721354166666666,0.6979166666666666,17.572916666666668
hidden_lattice,hidden_target_logit_effect,primary,20,corrupt,visual_span,union_mask,1.0,,96,96,,,,1.4124348958333333,1.0358072916666667,1.8186848958333333,0.7083333333333334,12.635416666666666
hidden_lattice,hidden_target_logit_effect,primary,20,restore,answer_adjacent,answer_mask,1.0,,96,96,,,,1.4271240234375,0.9983723958333334,1.868408203125,0.7708333333333334,822.0625
hidden_lattice,hidden_target_logit_effect,primary,20,restore,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.5944010416666666,0.3069661458333333,0.9065755208333334,0.5833333333333334,13.552083333333334
hidden_lattice,hidden_target_logit_effect,primary,20,restore,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.5048828125,0.2021484375,0.826171875,0.5729166666666666,15.364583333333334
hidden_lattice,hidden_target_logit_effect,primary,20,restore,answer_adjacent,union_mask,1.0,,96,96,,,,1.2161763509114583,0.8408203125,1.5929972330729167,0.8125,493.53125
hidden_lattice,hidden_target_logit_effect,primary,20,restore,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.8088785807291666,0.5076497395833334,1.1358235677083333,0.6458333333333334,673.8125
hidden_lattice,hidden_target_logit_effect,primary,20,restore,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.3883463541666667,0.18880208333333334,0.6009114583333334,0.5625,35.833333333333336
hidden_lattice,hidden_target_logit_effect,primary,20,restore,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,0.18684895833333334,0.018880208333333332,0.3580729166666667,0.4479166666666667,19.395833333333332
hidden_lattice,hidden_target_logit_effect,primary,20,restore,top_hidden_delta,union_mask,1.0,,96,96,,,,0.9293924967447916,0.6287434895833334,1.240234375,0.7604166666666666,408.0104166666667
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual+answer,answer_mask,1.0,,96,96,,,,3.7677815755208335,3.0758463541666665,4.446451822916667,0.875,903.9791666666666
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual+answer,shifted_mask,1.0,,96,96,,,,1.4996744791666667,1.0205078125,1.9967447916666667,0.6666666666666666,40.354166666666664
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual+answer,shuffled_mask,1.0,,96,96,,,,1.3108723958333333,0.8404947916666666,1.8160807291666667,0.6354166666666666,39.416666666666664
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual+answer,union_mask,1.0,,96,96,,,,3.4606424967447915,2.8102213541666665,4.08111572265625,0.8854166666666666,567.2083333333334
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual_span,answer_mask,1.0,,96,96,,,,1.8498128255208333,1.3734537760416667,2.3603108723958335,0.7916666666666666,808.2083333333334
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual_span,shifted_mask,1.0,,96,96,,,,0.8206380208333334,0.5068359375,1.1572265625,0.6041666666666666,38.46875
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual_span,shuffled_mask,1.0,,96,96,,,,0.6207682291666666,0.3317057291666667,0.9195963541666666,0.5625,36.875
hidden_lattice,hidden_target_logit_effect,primary,20,restore,visual_span,union_mask,1.0,,96,96,,,,1.741241455078125,1.2659505208333333,2.2333984375,0.7916666666666666,514.875
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,answer_adjacent,answer_mask,1.0,,96,96,,,,1.8977864583333333,1.4791666666666667,2.3248697916666665,0.875,91.38541666666667
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.6575520833333334,0.3743489583333333,0.9381510416666666,0.59375,1.7604166666666667
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.7005208333333334,0.4075520833333333,1.0130208333333333,0.6145833333333334,2.09375
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,answer_adjacent,union_mask,1.0,,96,96,,,,1.6943359375,1.3050130208333333,2.0836588541666665,0.8229166666666666,33.635416666666664
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.043619791666666664,-0.07161458333333333,0.15169270833333334,0.5520833333333334,-0.052083333333333336
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.00390625,-0.11458333333333333,0.11979166666666667,0.4270833333333333,-0.010416666666666666
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,0.016927083333333332,-0.08723958333333333,0.115234375,0.4791666666666667,0.041666666666666664
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,top_hidden_delta,union_mask,1.0,,96,96,,,,0.020182291666666668,-0.087890625,0.12565104166666666,0.5208333333333334,-0.0625
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual+answer,answer_mask,1.0,,96,96,,,,2.7571614583333335,2.2682291666666665,3.2412109375,0.8645833333333334,104.0625
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual+answer,shifted_mask,1.0,,96,96,,,,1.1624348958333333,0.7994791666666666,1.5416666666666667,0.6145833333333334,18.489583333333332
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual+answer,shuffled_mask,1.0,,96,96,,,,1.1031901041666667,0.7262369791666666,1.4889322916666667,0.6666666666666666,8.96875
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual+answer,union_mask,1.0,,96,96,,,,2.4547526041666665,1.9765625,2.9036458333333335,0.84375,49.65625
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual_span,answer_mask,1.0,,96,96,,,,0.6253255208333334,0.3795572916666667,0.8958333333333334,0.6770833333333334,3.2291666666666665
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual_span,shifted_mask,1.0,,96,96,,,,0.4212239583333333,0.20377604166666666,0.6572265625,0.59375,3.4270833333333335
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual_span,shuffled_mask,1.0,,96,96,,,,0.3385416666666667,0.13736979166666666,0.556640625,0.625,1.3958333333333333
hidden_lattice,hidden_target_logit_effect,primary,21,corrupt,visual_span,union_mask,1.0,,96,96,,,,0.591796875,0.3505859375,0.8466796875,0.6875,1.5104166666666667
hidden_lattice,hidden_target_logit_effect,primary,21,restore,answer_adjacent,answer_mask,1.0,,96,96,,,,2.7560628255208335,2.1577962239583335,3.3459879557291665,0.8541666666666666,895.0520833333334
hidden_lattice,hidden_target_logit_effect,primary,21,restore,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.9586588541666666,0.5553385416666666,1.3802083333333333,0.6770833333333334,33.010416666666664
hidden_lattice,hidden_target_logit_effect,primary,21,restore,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.9267578125,0.525390625,1.3518880208333333,0.59375,34.21875
hidden_lattice,hidden_target_logit_effect,primary,21,restore,answer_adjacent,union_mask,1.0,,96,96,,,,2.4870096842447915,1.92584228515625,3.0290018717447915,0.8645833333333334,560.1770833333334
hidden_lattice,hidden_target_logit_effect,primary,21,restore,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.715667724609375,0.4692484537760417,0.983245849609375,0.7083333333333334,340.3645833333333
hidden_lattice,hidden_target_logit_effect,primary,21,restore,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.27734375,0.09635416666666667,0.4710286458333333,0.4583333333333333,33.979166666666664
hidden_lattice,hidden_target_logit_effect,primary,21,restore,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,0.216796875,0.057942708333333336,0.3792317708333333,0.5416666666666666,30.614583333333332
hidden_lattice,hidden_target_logit_effect,primary,21,restore,top_hidden_delta,union_mask,1.0,,96,96,,,,0.776153564453125,0.5111796061197916,1.0594685872395833,0.6770833333333334,253.38541666666666
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual+answer,answer_mask,1.0,,96,96,,,,3.8055419921875,3.0930989583333335,4.510986328125,0.84375,903.9166666666666
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual+answer,shifted_mask,1.0,,96,96,,,,1.5439453125,1.0647786458333333,2.0319010416666665,0.6770833333333334,40.322916666666664
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual+answer,shuffled_mask,1.0,,96,96,,,,1.3460286458333333,0.8743489583333334,1.8492838541666667,0.6354166666666666,39.635416666666664
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual+answer,union_mask,1.0,,96,96,,,,3.6090799967447915,2.9261067708333335,4.244140625,0.875,567.3541666666666
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual_span,answer_mask,1.0,,96,96,,,,1.5278727213541667,1.1390380859375,1.9579671223958333,0.8020833333333334,675.75
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual_span,shifted_mask,1.0,,96,96,,,,0.7340494791666666,0.4622395833333333,1.0201822916666667,0.6354166666666666,37.875
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual_span,shuffled_mask,1.0,,96,96,,,,0.5732421875,0.3004557291666667,0.84765625,0.625,36.489583333333336
hidden_lattice,hidden_target_logit_effect,primary,21,restore,visual_span,union_mask,1.0,,96,96,,,,1.4567362467447917,1.0690409342447917,1.8782552083333333,0.8125,453.875
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,answer_adjacent,answer_mask,1.0,,96,96,,,,2.1609700520833335,1.72900390625,2.5807291666666665,0.8854166666666666,168.5
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,answer_adjacent,shifted_mask,1.0,,96,96,,,,0.7506510416666666,0.474609375,1.0462239583333333,0.6458333333333334,2.0208333333333335
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,answer_adjacent,shuffled_mask,1.0,,96,96,,,,0.78515625,0.451171875,1.12109375,0.6666666666666666,2.1458333333333335
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,answer_adjacent,union_mask,1.0,,96,96,,,,1.9391276041666667,1.513671875,2.35546875,0.8541666666666666,57.03125
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.01171875,-0.10481770833333333,0.125,0.4895833333333333,-0.020833333333333332
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.017578125,-0.107421875,0.12174479166666667,0.46875,0.041666666666666664
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,-0.015625,-0.10481770833333333,0.06901041666666667,0.4270833333333333,-0.11458333333333333
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,top_hidden_delta,union_mask,1.0,,96,96,,,,0.013020833333333334,-0.08528645833333333,0.1171875,0.40625,0.08333333333333333
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual+answer,answer_mask,1.0,,96,96,,,,3.0283203125,2.5003255208333335,3.5257161458333335,0.8645833333333334,214.41666666666666
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual+answer,shifted_mask,1.0,,96,96,,,,1.2867838541666667,0.9095052083333334,1.6715494791666667,0.6770833333333334,18.989583333333332
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual+answer,shuffled_mask,1.0,,96,96,,,,1.2018229166666667,0.8157552083333334,1.6048177083333333,0.6666666666666666,11.177083333333334
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual+answer,union_mask,1.0,,96,96,,,,2.7263997395833335,2.2233072916666665,3.2000325520833335,0.8645833333333334,89.6875
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual_span,answer_mask,1.0,,96,96,,,,0.5234375,0.3111979166666667,0.7604166666666666,0.6458333333333334,2.0625
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual_span,shifted_mask,1.0,,96,96,,,,0.345703125,0.17838541666666666,0.5442708333333334,0.5625,1.7395833333333333
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual_span,shuffled_mask,1.0,,96,96,,,,0.3528645833333333,0.17578125,0.5436197916666666,0.59375,1.2604166666666667
hidden_lattice,hidden_target_logit_effect,primary,22,corrupt,visual_span,union_mask,1.0,,96,96,,,,0.53125,0.330078125,0.75390625,0.6666666666666666,1.4895833333333333
hidden_lattice,hidden_target_logit_effect,primary,22,restore,answer_adjacent,answer_mask,1.0,,96,96,,,,3.0783284505208335,2.479736328125,3.6496175130208335,0.8854166666666666,899.9479166666666
hidden_lattice,hidden_target_logit_effect,primary,22,restore,answer_adjacent,shifted_mask,1.0,,96,96,,,,1.0595703125,0.6370442708333334,1.4915364583333333,0.625,36.760416666666664
hidden_lattice,hidden_target_logit_effect,primary,22,restore,answer_adjacent,shuffled_mask,1.0,,96,96,,,,1.0013020833333333,0.5491536458333334,1.4593098958333333,0.6354166666666666,36.84375
hidden_lattice,hidden_target_logit_effect,primary,22,restore,answer_adjacent,union_mask,1.0,,96,96,,,,2.8431294759114585,2.264678955078125,3.41314697265625,0.8958333333333334,563.5520833333334
hidden_lattice,hidden_target_logit_effect,primary,22,restore,top_hidden_delta,answer_mask,1.0,,96,96,,,,0.617889404296875,0.383544921875,0.8922932942708334,0.6875,354.1041666666667
hidden_lattice,hidden_target_logit_effect,primary,22,restore,top_hidden_delta,shifted_mask,1.0,,96,96,,,,0.2858072916666667,0.13736979166666666,0.4410807291666667,0.5729166666666666,32.166666666666664
hidden_lattice,hidden_target_logit_effect,primary,22,restore,top_hidden_delta,shuffled_mask,1.0,,96,96,,,,0.15885416666666666,0.0146484375,0.3050130208333333,0.5625,27.875
hidden_lattice,hidden_target_logit_effect,primary,22,restore,top_hidden_delta,union_mask,1.0,,96,96,,,,0.702667236328125,0.4632059733072917,0.96484375,0.6458333333333334,241.25
