sample_id,image_filename,condition,mask_path,seed,actual_iou_with_union,valid_iou_le_0p10,area_px,reference_union_area_px
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_02.png,1589715279,0.573183,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_03.png,1150476094,0.559831,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_04.png,2429366952,0.552637,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_05.png,3574829511,0.553506,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_06.png,3976861685,0.55316,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_07.png,3659735578,0.569416,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_08.png,4215485369,0.561501,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_09.png,1668862692,0.546982,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_10.png,2969191149,0.56378,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_11.png,2463327313,0.540852,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_12.png,978182389,0.560963,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_13.png,3709822142,0.601757,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_14.png,4202969322,0.555218,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_15.png,2023900449,0.552637,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\random16\random_control_16.png,3595501894,0.555752,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\shifted.png,,0.540852,0,129108,129108
okvqa_val_4448885,COCO_val2014_000000444888.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000444888\shuffled.png,1960652253,0.553506,0,129108,129108
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_01.png,3067732086,0.261369,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_02.png,2843598244,0.274345,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_03.png,754682393,0.260884,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_04.png,2359156969,0.316657,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_05.png,3921928672,0.336223,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_06.png,2685331496,0.277133,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_07.png,1336408869,0.283178,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_08.png,1918725734,0.266394,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_09.png,88623531,0.272289,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_10.png,1464173936,0.283439,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_11.png,3148779680,0.268863,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_12.png,2880544284,0.314251,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_13.png,1385288063,0.269069,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_14.png,576949588,0.289605,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_15.png,963861,0.285018,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\random16\random_control_16.png,406835915,0.260109,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\shifted.png,,0.251943,0,82006,82006
okvqa_val_4987585,COCO_val2014_000000498758.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000498758\shuffled.png,926324368,0.2906,0,82006,82006
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_01.png,568851239,0.926378,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_02.png,1830737249,0.924565,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_03.png,4231726758,0.921681,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_04.png,4128107920,0.924565,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_05.png,2158706072,0.918805,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_06.png,257510321,0.927458,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_07.png,2806236249,0.924565,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_08.png,3587385468,0.918805,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_09.png,3382640432,0.918805,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_10.png,240423257,0.927458,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_11.png,88427244,0.921681,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_12.png,3898207038,0.921681,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_13.png,466569458,0.924565,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_14.png,417123327,0.924565,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_15.png,2276477589,0.926378,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\random16\random_control_16.png,903496670,0.927458,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\shifted.png,,0.918805,0,242347,242347
okvqa_val_5241085,COCO_val2014_000000524108.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000524108\shuffled.png,3872749161,0.921681,0,242347,242347
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_01.png,2503634586,0.41369,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_02.png,2276109253,0.427921,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_03.png,3589401291,0.408803,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_04.png,3174392374,0.399907,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_05.png,2163178434,0.420515,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_06.png,3188118900,0.433941,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_07.png,3833585595,0.426262,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_08.png,4000536464,0.415798,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_09.png,2677287221,0.399889,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_10.png,4167081731,0.437011,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_11.png,671395969,0.390634,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_12.png,2712654488,0.415825,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_13.png,1647803426,0.399916,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_14.png,3382899633,0.417054,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_15.png,3821570304,0.395264,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\random16\random_control_16.png,4090147175,0.415473,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\shifted.png,,0.49603,0,111063,111063
okvqa_val_5252115,COCO_val2014_000000525211.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000525211\shuffled.png,3318942989,0.435034,0,111063,111063
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_01.png,173730144,0.0980224,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_02.png,2267187729,0.0905643,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_03.png,4279930767,0.0893311,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_04.png,1305284659,0.0893311,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_05.png,403488333,0.117487,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_06.png,1034190189,0.0980224,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_07.png,826862098,0.0918003,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_08.png,3637190510,0.119863,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_09.png,3076373946,0.217403,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_10.png,277126397,0.093039,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_11.png,372174598,0.111832,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_12.png,3606059863,0.0992754,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_13.png,2934059329,0.127605,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_14.png,4283554560,0.0980224,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_15.png,3929936088,0.0905643,1,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\random16\random_control_16.png,3328234310,0.140937,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\shifted.png,,0.135294,0,56356,56356
okvqa_val_5469875,COCO_val2014_000000546987.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000546987\shuffled.png,965642500,0.119719,0,56356,56356
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_01.png,2223292976,0.219968,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_02.png,628161431,0.212714,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_03.png,686943195,0.215023,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_04.png,2623736716,0.2511,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_05.png,174507496,0.210414,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_06.png,2348155493,0.215234,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_07.png,3857105499,0.203486,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_08.png,135263521,0.192924,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_09.png,266167940,0.199811,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_10.png,2979292942,0.232157,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_11.png,4124365677,0.19383,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_12.png,659547510,0.24846,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_13.png,3478680551,0.240136,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_14.png,3626610299,0.1953,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_15.png,3706033521,0.218178,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\random16\random_control_16.png,1378281115,0.197611,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\shifted.png,,0.655351,0,125733,125733
okvqa_val_5561315,COCO_val2014_000000556131.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000556131\shuffled.png,3057771961,0.229705,0,125733,125733
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_01.png,732071039,0,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_02.png,2206704120,0.0016663,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_03.png,1138595006,0.0141813,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_04.png,4211702404,0.039935,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_05.png,2576056255,0.0721285,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_06.png,2947305129,0.0217411,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_07.png,3138779759,0,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_08.png,4105103766,0,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_09.png,805749603,0,1,74841,74841
okvqa_val_5668235,COCO_val2014_000000566823.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566823\random16\random_control_10.png,3167458181,0.020063,1,74841,74841
